,genre,artists
22860,french,Dosseh
22861,french,Vegedream;Negrito
22862,dancehall,Protoje;Chronixx
22863,dancehall,Wizboyy;Wiz Ofuasia;Teeyah
22864,dancehall,Ice Prince;Oxlade
22865,french,Lonely in the Rain;Panama
22866,french,Adon;Emilia Sonate
22867,french,WAVE.;Marcus Alexander;JYRYMY
22868,french,Vianney;Ed Sheeran
22869,dancehall,Reekado Banks;KiDi
22870,french,TWOPILOTS;De Hofnar;Kav Verhouzer
22871,dancehall,Ice Prince
22872,dancehall,Cestar
22873,french,PLÜM;Tanaë
22874,french,Mizmo;Freeless
22875,french,Trinix;Moze
22876,french,TWOPILOTS;De Hofnar
22877,french,Taiwan MC;Davojah
22878,french,COY
22879,french,Oscar Anton;Clementine
22880,french,Louane
22881,french,Sofiane
22882,french,Vanessa Paradis
22883,dancehall,Escala Mercalli;La Combo Tortuga;Luis Lambis
22884,dancehall,Burna Boy;Jorja Smith
22885,dancehall,Apache Indian;Luciano
22886,dancehall,Apache Indian;El Feco
22887,forro,Forró da Brucelose & Gilson Neto
22888,forro,Dorgival Dantas;Leo Santana
22889,forro,Kauã Araújo
22890,forro,Márcia Fellipe;Raí Saia Rodada
22891,forro,Forró Real
22892,forro,Walkyria Santos;Desejo De Menina
22893,forro,Neto LX;Dan Lellis
22894,forro,Biu do Piseiro;Mc Dricka
22895,forro,Zé Cantor;Luan Estilizado
22896,forro,Edy e Nathan;Luan Estilizado
22897,forro,Luan Estilizado;Alanzim Coreano
22898,forro,Renanzin Pressão
22899,forro,Pisadinha De Luxo
22900,forro,Limão Com Mel;Japinha Conde
22901,dancehall,Lil Kesh;Zinoleesky
22902,forro,Caviar Com Rapadura
22903,forro,Rainhas da Farra
22904,forro,Iguinho & Lulinha
22905,forro,Mel Com Terra
22906,forro,Caninana;Mano Walter
22907,forro,Calango Aceso
22908,forro,Walkyria Santos;Luíza & Maurílio
22909,forro,Toca do Vale;Balanço do Forró
22910,forro,Dorgival Dantas;Xand
22911,forro,Humberto & Ronaldo;Gusttavo Lima;Jorge & Mateus
22912,forro,Banda Kitara
22913,forro,Avine Vinny;Xand Avião
22914,forro,Thiago Jhonathan (TJ);João Bosco e Gabriel
22915,forro,Vitinho Imperador;Mila Sousa
22916,forro,Joao Do Vale;Alceu Valença
22917,forro,Limão Com Mel;Mara Pavanelly
22918,forro,Cavaleiros do Forró;Dorgival Dantas
22919,forro,Frank Aguiar;Marcos & Belutti
22920,forro,Balancear
22921,french,Lvne
22922,french,Friends & I
22923,french,Jumo
22924,french,Mateo;Arinity;BIMINI
22925,french,Snazzy;Nuxe
22926,french,Üm
22927,french,RAINBOW.
22928,french,Jean Ferrat
22929,french,Julie Pietri
22930,french,Soolking;Niska
22931,french,Casseurs Flowters
22932,french,Patrick Fiori;Florent Pagny
22933,dancehall,Frass
22934,dancehall,Sean Paul;Keyshia Cole
22935,dancehall,Sean Paul;Dua Lipa;Delirious & Alex K
22936,french,Lonely in the Rain;Leo Stannard
22937,french,Subriser;Victor Marc
22938,dancehall,Sean Paul;Gwen Stefani;Shenseea
22939,french,Gambi
22940,french,Vegedream;Ninho
22941,french,Moonkids
22942,french,Luca;De Rien
22943,dancehall,Sean Paul;Pitbull
22944,french,Serge Reggiani
22945,french,Ben Mazué;Jérémy Frerot
22946,french,Colonel Reyel
22947,french,Louis Chedid;Yvan Cassar
22948,french,Moussu T E Lei Jovents
22949,french,TSR Crew
22950,french,Volo
22951,french,D.ACE;Nhox;Cookiesan
22952,french,SCH
22953,french,Alonzo;Ninho;Naps
22954,dancehall,Sean Paul;Ellie Goulding
22955,dancehall,Stefflon Don;Ms Banks
22956,dancehall,Mr Eazi;Major Lazer;Nicki Minaj;Diplo;K4mo
22957,french,Mizmo
22958,french,Lonely in the Rain;Joel Stewart
22959,french,Vanessa Paradis;-M-
22960,french,Najoua Belyzel
22961,french,MR TOUT LE MONDE;Nounours
22962,french,Clément Leroux
22963,french,Indigo Pool;Mushroom People
22964,french,Mizmo;Roundrobin
22965,french,Lonely in the Rain;Madeline
22966,french,Trinix;Dominic Neill
22967,french,Seth XVI
22968,french,M83;Susanne Sundfør
22969,french,GIMS;Maluma
22970,french,ISK
22971,french,YL
22972,french,TAL
22973,french,Lonely in the Rain;PALOSUEÑO;SOMOH
22974,french,Lartiste;Caroliina
22975,french,Alexandre Desplat;London Symphony Orchestra
22976,french,Horizon Blue;S3da;Coulson
22977,french,Soko
22978,french,Jane Good;Samuel Miller
22979,french,Lonely in the Rain;De Rien
22980,french,Altero
22981,french,Billx;Dr. Peacock
22982,french,Thunder
22983,french,Feder;Alex Aiono;MDZN
22984,dancehall,Sean Paul;Sia;Miss Lafamilia;Banx & Ranx
22985,french,Myd
22986,french,Billx;Ti K Ry
22987,french,OBOY
22988,dancehall,Jahyanai;Timal
22989,french,Noyade;Cinnamonrolls
22990,french,Caballero
22991,dancehall,Burna Boy;Popcaan
22992,dancehall,Fuse ODG;Sean Paul
22993,french,Amir;Indila
22994,dancehall,Sarkodie;Donae'o;Idris Elba
22995,french,Marina Kaye
22996,garage,Debbies
22997,garage,The Trashmen
22998,guitar,Steelism;Ruby Amanfu
22999,groove,Akora;Mike Stil;Yam Nor;Toly Braun
23000,groove,Purples;Paulo Cesar Baruk
23001,groove,Templo Soul;Pregador Luo
23002,groove,Coral Voice Soul;Raphael Dias
23003,groove,Five Finger Death Punch;Kenny Wayne Shepherd;Brantley Gilbert;Brian May
23004,groove,Pascal Letoublon;Maxé;QUIZZO
23005,comedy,Michael Ian Black
23006,groove,VetLove;Dimitris Athanasiou
23007,groove,Preto no Branco;Weslei Santos;Eli Soares
23008,groove,Biohazard
23009,groove,Costa Mee;Nikko Culture
23010,groove,Housenick;Paul Lock
23011,groove,Zeni N;Erdit Mertiri
23012,groove,DJ Tarkan;Yalena
23013,groove,Sako Isoyan;Irina Makosh
23014,groove,Felipe Vilela;Eli Soares
23015,groove,Ahmet Kilic;Stoto;Adeba
23016,groove,Alexander Hristov
23017,groove,Paulo Rogerio;Wandra Scott
23018,groove,Nando Fortunato;Housenick
23019,groove,HØNEST
23020,groove,DJ Tarkan
23021,groove,Five Finger Death Punch;Maria Brink
23022,groove,Álvaro Tito;Jairo Bonfim
23023,groove,Ageu Soares
23024,groove,Frey
23025,comedy,Stephen Lynch;Laura Benanti
23026,groove,Suprafive;Nesco
23027,groove,Kenno;Housenick
23028,groove,Anagramma
23029,groove,Purples;Rachel Novaes
23030,groove,Felipe Vilela;Rodolfo Abrantes
23031,groove,Coral Voice Soul;Ageu Soares
23032,groove,Yuri Costa;Entretons
23033,groove,Julio Cesar;Sarah Fernandes;Riverson Vianna
23034,groove,Felipe Vilela;Fernandinho Beat Box;Ericka Nascimento
23035,groove,Leidy Murilho;Talita Barreto;Asaph
23036,groove,Novo Som;Mattos Nascimento;Coral Unidade em Cristo
23037,groove,Coral Voice Soul;Jéssica Augusto
23038,groove,DOWN
23039,groove,Preto no Branco;Eli Soares
23040,groove,Preto no Branco;César Menotti & Fabiano
23041,groove,Anton Ishutin;Note U
23042,groove,Kemuel;Gabriela Rocha
23043,comedy,Afroman;Yung Fate;DJLeach;Jake Strain
23044,groove,Matvey Emerson;Sarah de Warren;YOTO
23045,groove,Sarah Oliveira;Eli Soares
23046,groove,Felipe Vilela;Sync 3
23047,groove,FLG;Binhu
23048,groove,Pascal Letoublon;Suprafive
23049,groove,RoelBeat;Goodiny
23050,comedy,The Lonely Island;Adam Levine;Kendrick Lamar
23051,comedy,Dirt Nasty;Too $hort
23052,groove,GeoM;Marc Philippe
23053,groove,Stavros Sounds
23054,groove,Novo Som;Lívia Gavazzi
23055,groove,Felipe Vilela;Gabriela Gomes
23056,groove,GeoM;Dimitris Athanasiou
23057,groove,Preto no Branco;Kivitz
23058,groove,Pete Bellis & Tommy;GeoM
23059,groove,The Cactus Channel
23060,groove,RoelBeat;Ivan Summer
23061,groove,Xandl
23062,groove,Samir
23063,groove,Preto no Branco
23064,groove,Coral Voice Soul;Paloma Possi
23065,groove,ALEXANDRE APOSAN;Salomão
23066,groove,Nando Fortunato;Sephora
23067,groove,Coral Voice Soul;Melk Villar
23068,groove,Sync 3;Ericka Nascimento;Matheus Bird
23069,groove,Música Legionária;Carlos Eduardo;Aléxia França
23070,groove,Bira Santos
23071,comedy,Stephen Lynch;The Wedding Singer Ensemble
23072,groove,Alex Spite
23073,groove,Manuel Riva;Misha Miller
23074,groove,Midi Culture
23075,groove,TCTS;Glowie
23076,groove,Samuel Mizrahy;Ádila Mizrahy
23077,groove,Cleverson Silva;Álvaro Tito
23078,groove,Diablo
23079,groove,FooR;Eddie Craig
23080,groove,Blinkie;Celina Sharma
23081,groove,Googie Rene
23082,groove,Inpetto;Nadia Gattas
23083,groove,Hamid Al Shaeri
23084,groove,John Reyton
23085,groove,Suprafive;Eric K.
23086,groove,Tom Ferry;Sylvie
23087,groove,Hakan Akkus;Ilkan Gunuc
23088,groove,Tchami;ZHU
23089,groove,Eden Prince;Nonô
23090,groove,Gorgon City;Flirta D
23091,groove,Torren Foot
23092,groove,J. Worra
23093,groove,Nando Fortunato;Paul Lock
23094,groove,Dennis Quin;Shermanology
23095,groove,ALEXANDRE APOSAN
23096,groove,Butcher Babies
23097,groove,Anton Powers;Redondo;Endor
23098,groove,ALEXANDRE APOSAN;Thalles Roberto
23099,groove,Bissett
23100,groove,Jethro Heston;SJ Green
23101,groove,Nevermore
23102,groove,Paul Lock
23103,groove,Emily Nash
23104,groove,Paul Lock;Pete Bellis & Tommy
23105,groove,Solardo;Maur
23106,groove,Burak Cilt;Tolga Mahmut
23107,groove,Dom Dolla;Torren Foot
23108,groove,Manuel Riva;Eneli
23109,groove,Solardo;Eli Brown
23110,groove,Gorgon City
23111,groove,Felipe Vilela;Pedro Schin
23112,groove,Corrosion Of Conformity
23113,groove,Templo Soul;AO Cubo
23114,groove,Ferjo De Gery
23115,groove,Niko The Kid;Ssol;Zen World
23116,groove,Maur;FABER
23117,groove,Nikko Culture;Nezhdan
23118,groove,Matvey Emerson;Lucifer
23119,groove,Osaka;BRIANNA
23120,groove,Acid Arab;Hasan Minawi
23121,groove,Matvey Emerson;DJ Frog;Mastik Lickers;ZAPOLYA
23122,groove,Matvey Emerson;Sistek;Mathew V
23123,groove,Preto no Branco;Weslei Santos
23124,groove,Cleverson Silva;Marsena
23125,groove,CASSIMM;Kid Enigma
23126,groove,Matvey Emerson;Kiismin;Britt Lari
23127,groove,Anagramma;Helen Engels
23128,comedy,The Adventures of Duane & Brando
23129,groove,George Mensah
23130,groove,Toyboy & Robin
23131,groove,Luiz Arcanjo;Jamba
23132,groove,Biscits;Everyone You Know
23133,groove,Kokiri
23134,groove,Karen Harding
23135,groove,Anton Powers;Redondo
23136,groove,Ahmet Kilic;Stoto
23137,groove,Housenick;Pete Bellis;TOMMY
23138,groove,Chris Lorenzo;LUCATI;COBRAH
23139,groove,Sonny Fodera;KOLIDESCOPES;Sinéad Harnett
23140,groove,Killer Be Killed
23141,groove,Svet
23142,groove,DJ S.K.T
23143,groove,Maxi Rozh
23144,groove,Acid Arab;A-WA
23145,groove,Shift K3Y;Tinashe
23146,groove,ALEXANDRE APOSAN;Coral Resgate
23147,groove,Matvey Emerson;NEVRMIND
23148,comedy,John Bishop
23149,goth,BF/C
23150,comedy,Felicia Michaels
23151,comedy,Richard Pryor;Lena Horne
23152,goth,Håkan Hellström;First Aid Kit;Silvana Imam
23153,goth,London After Midnight;Sean Brennan
23154,goth,This Mortal Coil
23155,goth,Akin Jensen;XM
23156,goth,Nox Novacula
23157,goth,José González;Solomun
23158,goth,Draconian
23159,goth,El Perro del Mar
23160,goth,Pst/Q;Martin från LOK
23161,goth,Gothminister
23162,goth,Faith And The Muse
23163,goth,Jyrki 69;Steve Stevens
23164,goth,Flesh For Lulu
23165,goth,Lacrimas Profundere
23166,comedy,The Sklar Brothers
23167,comedy,Dara O Briain;Frankie Boyle;Hugh Dennis;Russell Howard;Ed Byrne
23168,goth,Flowing Tears
23169,comedy,Lil Rel Howery
23170,comedy,Ari Shaffir
23171,comedy,Matt McCarthy
23172,comedy,Tom Cotter
23173,comedy,1 Trait Danger
23174,comedy,Whitney Cummings
23175,comedy,Martin Short
23176,comedy,Michael McIntyre
23177,comedy,Sean Lock
23178,comedy,David Crowe
23179,comedy,Kevin Hart;Nick Jonas
23180,comedy,Jay Pharoah
23181,comedy,Ryan Belleville
23182,comedy,Andy Griffith
23183,comedy,The Lancashire Hotpots
23184,comedy,Stephen Lynch;Rita Gardner
23185,goth,The Crüxshadows
23186,goth,Epica;Fleshgod Apocalypse
23187,groove,Felipe Vilela;Nic Medeiros;Salomão
23188,goth,Saturnus
23189,goth,Atrocity
23190,goth,Adoo;Hamodii;Sam-E
23191,goth,Lonesome Wyatt and the Holy Spooks
23192,goth,Penumbra
23193,goth,O'Death
23194,goth,Me And That Man;John Porter
23195,goth,De Brassers
23196,goth,Visions of Atlantis
23197,goth,The Sins Of Thy Beloved
23198,goth,Ivory;MIVAS;Mwuana;Simon Superti
23199,goth,Mortemia;Maja Shining
23200,goth,Victor Furbacken
23201,goth,Sons of Perdition
23202,comedy,T. Bubba Bechtol
23203,goth,Specimen
23204,goth,Agnostic Mountain Gospel Choir
23205,goth,The Wolfgang Press
23206,goth,Ivory;Mwuana;Canto
23207,goth,Bori & Suan
23208,goth,Engel
23209,goth,The Tough Alliance
23210,goth,Dark Sarah
23211,goth,The Cemetary Girlz
23212,goth,Slim Cessna's Auto Club
23213,goth,End of the Dream
23214,goth,Glass Spells
23215,goth,buller;LKN;Cosmo Swain;Willegus
23216,goth,Mortemia;Heidi Parviainen
23217,goth,The Dead Brothers
23218,goth,ReVamp
23219,goth,Arvid Nero;Stefan Missios
23220,goth,Charon
23221,goth,Merciful Nuns
23222,goth,Allyawan;LöstFolk
23223,comedy,Billy Connolly
23224,comedy,Ian Bagg
23225,comedy,Lavell Crawford
23226,grindcore,Lividity
23227,grindcore,Vomitory
23228,grindcore,The County Medical Examiners
23229,grindcore,Kadaverficker
23230,grindcore,Mumakil
23231,grindcore,Life is a Lie
23232,grindcore,ROT
23233,grindcore,Gorgasm
23234,comedy,The Lonely Island;Rihanna
23235,grindcore,Venomous Concept
23236,comedy,Aaron Wilburn
23237,comedy,Orny Adams
23238,grindcore,Hummingbird of Death
23239,grindcore,Desalmado;João Gordo
23240,grindcore,Haemorrhage
23241,grindcore,The Day Everything Became Nothing
23242,grindcore,Lock Up
23243,grindcore,Expurgo
23244,comedy,Jenny Talia
23245,grindcore,Tower of Rome
23246,groove,Preto no Branco;Gabriela Rocha
23247,groove,Samuel Mizrahy;Nívea Soares
23248,comedy,Katie Hannigan
23249,comedy,Kevin Nealon
23250,groove,Sarah Oliveira;Nívea Soares;BRAVE
23251,groove,Luciano Claw
23252,groove,Pete Bellis & Tommy;Marc Philippe
23253,comedy,Frank Caliendo
23254,comedy,Seething Fuck Patties
23255,comedy,Ryan Dalton
23256,grindcore,Circle Of Dead Children
23257,grindcore,Sportlov
23258,grindcore,Afgrund
23259,grindcore,Unholy Grave
23260,grindcore,Painkiller
23261,grindcore,Fuck The Facts
23262,grindcore,Rotten Sound
23263,grindcore,Burning Skies
23264,grindcore,Presto?
23265,comedy,Alfred Carcieri
23266,comedy,Tracy Morgan
23267,comedy,Mike Sheer
23268,comedy,Martin Short;Harvey Fierstein
23269,comedy,Margaret Cho
23270,comedy,Jake Thackray
23271,grindcore,Repulsion
23272,comedy,Adam Sandler;8 Crazy Nights Cast;Blake Clark;Kevin Farley;Tom Kenny;Lari Friedman;Jared Sandler;Jillian Sandler;Dylan Sprouse;Carl Weathers;Tyra Banks;Cole Sprouse;Ann Wilson;Richard Page
23273,comedy,Bob Saget
23274,comedy,John Caparulo
23275,comedy,Redd Foxx
23276,comedy,Tommy Tiernan
23277,comedy,Charlie Vergos
23278,comedy,Aunty Donna;Montaigne;Boilermakers
23279,comedy,Dara O Briain
23280,comedy,Flanders & Swann
23281,comedy,Richard Pryor
23282,grindcore,Archagathus;Sébastien Dionne
23283,comedy,Andy Sandford
23284,grindcore,Ground
23285,grindcore,Desalmado;Nata de Lima
23286,grindcore,Machetazo
23287,grindcore,Feastem
23288,grindcore,Total Fucking Destruction
23289,grindcore,Kill The Client
23290,comedy,Kurt Metzger
23291,comedy,Marquez The Greatest
23292,comedy,The Lonely Island;Justin Timberlake;Lady Gaga
23293,comedy,Cathy Boyd
23294,comedy,Steve Byrne
23295,comedy,Stephen Lynch;Matthew Saldívar;Kevin Cahoon
23296,comedy,Chris Lilley;Jonah Takalua
23297,grindcore,Sublime Cadaveric Decomposition
23298,groove,Biscits;MY M8 JAY
23299,groove,RoelBeat;Alexander Alar
23300,groove,AC Slater;Chris Lorenzo
23301,guitar,Helena Timmers
23302,club,Donbor;Brosher
23303,guitar,Carlos Paredes
23304,guitar,George Dalaras;Babis Stokas
23305,club,SWARM;SOUNDR
23306,guitar,Pantelis Thalassinos;Giannis Nikolaou
23307,guitar,Mexican Music Factory;Felipe Gutierrez;Jorge Cristian
23308,guitar,Kostas Chatzis
23309,guitar,Julian Lage
23310,guitar,Riber Oré
23311,guitar,Mattias Krantz
23312,guitar,Las Tres Abejas
23313,guitar,Lasse Ivonen
23314,guitar,Gabriella Vargas Luna
23315,guitar,Mats Bergström
23316,club,Linn da Quebrada;Laysa;BADSISTA
23317,guitar,George Dalaras;Emma Shapplin
23318,guitar,Nik Davies
23319,club,Absolute Valentine;Billy Mays Band
23320,guitar,Hitman Blues Band
23321,guitar,Django Reinhardt;Stéphane Grappelli;Quintette du Hot Club de France
23322,club,Tarik Bouisfi
23323,guitar,Craig Ogden
23324,guitar,Juan Veronico
23325,guitar,Agustín Barrios Mangoré;Thibaut García
23326,club,Tygapaw
23327,club,DJ Flex;Shatta Wale;Uk Boga
23328,guitar,Michele Leao
23329,guitar,Andreas Dalvik
23330,guitar,Pat Martino
23331,guitar,Fredrik Johansson
23332,guitar,Jessica Grange
23333,guitar,From Somewhere Quiet
23334,club,Huerco S.
23335,club,BlackGummy;Louis Vivet
23336,guitar,George Dalaras;Yiannis Kotsiras
23337,club,LeKtriQue;Sam Lamar
23338,groove,JADED;MIRAMAR
23339,guitar,Paco de Lucía
23340,guitar,Keola Beamer
23341,guitar,Jonnie Snoilsky
23342,guitar,Alexia Mathieu
23343,guitar,Miguel Llobet Solés;Suzannah Bee
23344,club,Absolute Valentine;Powernerd;Vector Seven
23345,guitar,Tinariwen;Kurt Vile;Mark Lanegan
23346,club,Leonce
23347,club,HDMIRROR
23348,guitar,Stavros Xarhakos;Takis Binis
23349,club,Processor;Modesty Beast
23350,guitar,Peter Sprague
23351,guitar,Joaquín Rodrigo;Thibaut García;Ben Glassberg;Orchestre National Du Capitole De Toulouse
23352,guitar,Howard Roberts
23353,guitar,Donata Antoni
23354,guitar,Leo Brouwer;Zsófia Boros
23355,club,Namasenda;Joey LaBeija
23356,guitar,Marta Jobim
23357,guitar,Charles Michael Brotman;Robi Kahakalau
23358,guitar,Mae Ji-Yoon
23359,club,Djedjotronic;Lokier
23360,guitar,Cuarteto La Púa;Victoria Di Raimondo
23361,club,Vessel
23362,guitar,Miguel Llobet Solés;Annabelle Kralisch
23363,club,Catnapp;O.L.I.V.I.A
23364,guitar,John McLaughlin;Shankar Mahadevan;Zakir Hussain
23365,guitar,George Dalaras;Mariza Rizou
23366,guitar,"George Kahumoku, Jr."
23367,guitar,John Keawe
23368,guitar,João Gilberto;Caetano Veloso;Gilberto Gil
23369,guitar,Panagiotis Margaris
23370,guitar,Paul Togioka
23371,guitar,Serena Mendes
23372,guitar,Anila Mirela
23373,guitar,Joe Pass
23374,guitar,Mikis Theodorakis
23375,guitar,George Kuo
23376,guitar,Emanuel Nord
23377,guitar,Jimmy Ponder
23378,guitar,Moon Guitar
23379,guitar,Eddie van der Meer;Jabron
23380,guitar,Agustín Barrios Mangoré;Emil Kjellbom
23381,guitar,Hanni Licht
23382,guitar,George Dalaras;Christos Mastoras
23383,guitar,Jose A. Jimenez
23384,guitar,João Gilberto;Stan Getz
23385,guitar,Vicente Amigo;Pepe De Pura
23386,guitar,Stochelo Rosenberg
23387,guitar,Charlie Byrd
23388,guitar,Paul Gilbert
23389,guitar,William Luna;Jean Pierre Magnet;Serenata De Los Andes
23390,club,Matteo Tura;Stefano F
23391,guitar,Babik Reinhardt
23392,guitar,August D. Valentine
23393,guitar,Joni Laakkonen
23394,guitar,Guus Dielissen;Casper Esmann
23395,guitar,The Stolen Orchestra
23396,guitar,"James ""Bla"" Pahinui"
23397,guitar,Riber Ore
23398,guitar,Hirofumi Nakamura
23399,guitar,awakened souls
23400,guitar,Maneli Jamal;Lance Allen
23401,guitar,Julyan Brynn
23402,guitar,Andreas Borkental
23403,guitar,Eiro Nareth
23404,club,Hotcaller;Nexy
23405,guitar,Marc Ribot y Los Cubanos
23406,guitar,George Dalaras;Kostas Makedonas
23407,guitar,Kevin Teves
23408,guitar,John Scofield
23409,guitar,Charlie Recaido
23410,guitar,Raiatea Helm
23411,guitar,Xuefei Yang
23412,guitar,Project AER;Refeeld
23413,guitar,Marc Holland
23414,guitar,Tyler Terrance
23415,guitar,Allan Soderbergh
23416,guitar,Mikis Theodorakis;Antonis Kalogiannis
23417,guitar,The Strings Of The Inkas
23418,guitar,Pat Metheny
23419,guitar,Mikis Theodorakis;Miltos Pashalidis
23420,guitar,Laurindo Almeida;William Chapman Nyaho
23421,guitar,Regina Costa
23422,club,DJ LILMAN;Dj Flawless
23423,guitar,R.B James
23424,guitar,Nelson Gomes
23425,guitar,Stavros Xarhakos;Sotiria Leonardou
23426,guitar,Andri Hart
23427,guitar,Agustín Barrios Mangoré;Robbin Blanco
23428,guitar,Gerardo Paz
23429,club,AGLORY
23430,guitar,Mathew Joseph
23431,guitar,Stavros Xarhakos;Nikos Dimitratos
23432,guitar,Allan Holdsworth;Alan Pasqua;Chad Wackerman;Jimmy Haslip
23433,guitar,Midwife
23434,guitar,Mikis Theodorakis;Petros Pandis
23435,guitar,Agustín Amigó;Pablo Briceño
23436,guitar,Lance Takamiya
23437,club,Mascarpone
23438,club,DJ Jayhood
23439,club,Navie D
23440,guitar,Al Di Meola;John McLaughlin;Paco de Lucía
23441,guitar,Jeff Peterson
23442,guitar,paniyolo
23443,guitar,Denis Turbide
23444,guitar,Patrick Saussois;Ninine Garcia and Friends
23445,guitar,Bombino
23446,guitar,Oliver Young
23447,guitar,Yoshihiro Koseki
23448,guitar,Felix Trapp
23449,club,Himera;JEL: The Digital Dream Girl
23450,guitar,George Dalaras;Eleni Vitali
23451,club,Glee Cast;Kate Hudson
23452,club,One True God;Not The Father
23453,grunge,Default
23454,grunge,Breaking Benjamin;Scooter Ward
23455,club,LeKtriQue;MIDNIGHT CVLT
23456,grunge,Teenage Wrist
23457,grunge,TRUSTcompany
23458,grunge,Linkin Park;Jonathan Davis
23459,grunge,Linkin Park;Mike Shinoda
23460,club,Tonebox
23461,grunge,Sixx:A.M.;Corey Taylor;Joe Elliott;Brantley Gilbert;Ivan Moody;Slash;AWOLNATION;Tommy Vext
23462,grunge,Chevelle
23463,grunge,Breaking Benjamin;Lacey Sturm
23464,grunge,My Darkest Days;Zakk Wylde
23465,club,COUCOU CHLOE;CLIP;Kelvin Krash
23466,club,Mvntana;Pyt Ny
23467,club,Oscillian
23468,grunge,Three Days Grace;Lukas Rossi
23469,grunge,The Verve Pipe
23470,grunge,Ashes Of Soma
23471,club,ZABO;ARIUS
23472,club,JACKIE EXTREME
23473,club,Glee Cast;Demi Lovato
23474,grunge,Marcy Playground
23475,club,Linn da Quebrada;Danna Lisboa;Nelson D
23476,club,Kai Whiston
23477,grunge,Linkin Park;100 gecs
23478,grunge,Violet Soda
23479,club,Samuel Organ
23480,grunge,Linkin Park;Phoenix Orion
23481,grunge,3 Doors Down;Bob Seger
23482,grunge,Linkin Park;Zion I
23483,grunge,Linkin Park;Planet Asia;Rasco
23484,club,1788-L;TYNAN
23485,club,COUCOU CHLOE;Shygirl
23486,club,One True God;Tiny Elephant
23487,grunge,Linkin Park;Daron Malakian
23488,club,Raydar
23489,club,The 6ths;Sarah Cracknel
23490,club,Destryur;Cobra Wipeout
23491,comedy,Lil Dicky;GaTa
23492,comedy,Brian Posehn
23493,groove,Cleverson Silva
23494,groove,Juninho Black;Pregador Luo
23495,groove,Sharapov;Last Midnight Train
23496,groove,Sharapov;Sean David;Toly Braun
23497,groove,Sharapov;MsE
23498,groove,Cleverson Silva;Paulo Zuckini
23499,groove,Sharapov;Alexandrjfk
23500,groove,Lushington;Felon
23501,groove,James Hype;Ayak;Dots Per Inch;TS7
23502,groove,Chris Lake;Cloonee;Alexis Roberts
23503,groove,Matvey Emerson;Dante
23504,groove,HBSN
23505,groove,Chris Lorenzo
23506,comedy,Pink Guy;Getter
23507,comedy,Stephen Lynch;Laura Benanti;The Wedding Singer Ensemble
23508,comedy,The Lonely Island;Michael Bolton
23509,comedy,Lil Dicky;Brendon Urie
23510,grunge,Submersed
23511,grunge,Linkin Park;Stephen Richards
23512,grunge,Lifehouse;Natasha Bedingfield
23513,grunge,Linkin Park;Aceyalone;Chairman Hahn
23514,comedy,Lil Dicky;Chris Brown
23515,comedy,The Lonely Island;Akon
23516,comedy,Lil Dicky;Fetty Wap;Rich Homie Quan
